op_id,op_gender,post_id,post_text,post_type
57265377,M,68,"Hillary Clinton has lied as a civilian, as SOS, and she would continue to lie as President. Do you agree? #NeverHillary",video
57265377,M,69,"Thanks Hollywood, but no thanks. #NeverHillary",video
57265377,M,70,"When Bill Clinton rips Obamacare, you know it's bad.  http://www.foxnews.com/politics/2016/10/04/dems-turn-on-obamacare-amid-premium-hikes-bill-clinton-laments-crazy-system.html",photo
57265377,M,71,"In the last few days, we have seen what is at stake in this election. The left wing media will do and say anything to get Hillary Clinton elected. What's at stake in this election? Everything.",photo
57265377,M,72,It is repulsive and insulting that President Obama vetoed this bill that provides relief for the families of 9/11 victims. I am proud to join my colleagues in Congress to override Obama's veto.,link
57265377,M,73,"After last night, one thing's clear: I stand against Hillary's liberal policies. Do you? #NeverHillary",photo
57265377,M,74,"Tonight, Hillary Clinton will try to make America forget about her long history of lies and deceit. But Americans won't fall for another cover-up. #NeverHillary",video
57265377,M,75,"A legend on the green and a true American patriot. You forever changed the sport of golf. RIP, Arnold Palmer.",photo
57265377,M,76,The definition of corruption: More than $9 million of Department of State money has been funneled through the Peace Corps to a nonprofit foundation run by John Kerry's daughter. LIKE if John Kerry is corrupt!  http://dailycaller.com/2016/09/12/exclusive-john-kerrys-state-department-funneled-millions-to-his-daughters-nonprofit/,photo
57265377,M,77,Hillary Clinton wants to increase the Death Tax and raise taxes on hard-working Americans. LIKE if you agree with Reagan! #NeverHillary,photo
57265377,M,78,A friendly reminder for your Monday morning. Not that you needed it.,photo
57265377,M,79,Never with Her. Always with Them. #NeverHillary,photo
57265377,M,80,"I'm incredibly honored to receive the ""114th Congress Tax Fighter Award"" from the National Tax Limitation Committee (NTLC). My tax reform plan, Jumpstart America, will protect hard-working taxpayers and small business owners.",photo
57265377,M,81,This is offensive on so many levels. LIKE if you agree: Hillary Clinton is dead WRONG about Trump supporters.,video
57265377,M,82,"15 years later, we will never forget. #NeverForget",video
57265377,M,83,"An amazing image as we approach the 15th anniversary of September 11th, 2001.",photo
57265377,M,84,New revelations show that the Obama Administration forked over $1.7 billion in cash to Iran around the time four American prisoners were released – far more than the $400 million initially reported. The U.S. should not be in the business of negotiating with terrorists. Do you agree?,video
57265377,M,85,"Hillary Clinton recently told the FBI that she did not know what a ""C"" marking in one of her emails signified. Spoiler - It means Confidential. Clearly the Dem's presidential nominee is confused, so we've enlisted help from one of the nation's best. #CisforConfidential",photo
57265377,M,86,"The Republican party has lost a true icon. Rest in peace, Ms. Schlafly.",link
57265377,M,87,Have a great Labor Day Weekend!,photo
57265377,M,88,"On September 2, 1945, Japan's formal surrender took place aboard the U.S.S. Missouri, anchored in Tokyo Bay, effectively ending WWII. Happy VJ Day!",photo
57265377,M,89,"Hillary Clinton's unpopularity reached a new high in the latest ABC News/Washington Post poll. Among all adults, 56 percent now view Clinton unfavorably, up 6 percentage points in three weeks.",photo
57265377,M,90,"BREAKING: Hillary Clinton's lead over Donald Trump has been cut in half, according to a new national Monmouth University poll.   http://abcnews.go.com/Politics/hillary-clintons-lead-cut-half-national-poll/story?id=41721339",video
57265377,M,91,,photo
57265377,M,92,"After Kaepernick refused to stand for the national anthem, the New York Giants responded in a big way. Share if you agree: This is how you stand for your country.",photo
57265377,M,93,"Recently, San Francisco 49ers quarterback Colin Kaepernick refused to stand for the national anthem, citing racial oppression. Share if many would give anything to be able to stand for our flag.",video
57265377,M,94,"Liberty, Teddy, Me. Happy National Dog Day!",photo
57265377,M,95,,link
57265377,M,96,"On this day in 1991, the internet was made open to the public. After the recent email scandal, I bet Hillary Clinton wishes it never happened. #NeverHillary",video
57265377,M,97,Our prayers are with our neighbors to the East. Visit redcross.org to help.,video
57265377,M,98,"BREAKING: President Obama repeatedly claimed that his Administration DID NOT pay Iran a $400 million ransom in exchange for hostages. However, a new report from the Wall Street Journal strongly suggests the opposite - that the $400 million payment to Iran was contingent on the release of the hostages. One thing is dangerously clear: Obama's lies are putting American lives at risk.",video
57265377,M,99,Enjoyed speaking to an engaging and thoughtful Hamilton County GOP about the important issues facing our great country. Thank you to everyone who came out.,photo
57265377,M,100,Coming to a campaign trail near you. #NeverHillary,photo
57265377,M,101,Enjoyed speaking to the Bosque County GOP last night. Appreciated the reception from such a great crowd!,photo
57265377,M,102,"On this day in 1998, President Bill Clinton becomes the first sitting president to testify before the Office of Independent Council as the subject of a grand-jury investigation. The question is simple: Do you want ANOTHER Clinton in the White House?",video
57265377,M,103,CC: Barack Obama and Hillary Clinton,video
57265377,M,104,BREAKING: A bombshell report released Thursday by a House Republican task force concluded that U.S. Central Command skewed ISIS intelligence reports to present a rosier picture of the situation on the ground. President Obama's Administration has lied to the American people time and time again. Help me tell Obama: The lies must stop.,video
57265377,M,105,"BREAKING: The parents of two of the four Americans who died in the Benghazi attack in 2012 filed a lawsuit Monday against Democratic presidential nominee Hillary Clinton, alleging her ""reckless handling"" of classified information contributed to their deaths. Looks like Hillary's lengthy history of scandal and deceit is finally catching up to her.",video
57265377,M,106,SHARE to congratulate former Longhorn Jimmy Feigen on winning gold in the 4x100m freestyle relay!  Texas is off to a great start.,photo
57265377,M,107,"Created in 1782 by General George Washington, the Purple Heart is a symbol of the courage and devotion of the American Patriot. We honor all Purple Heart recipients and thank them for their sacrifice. #PurpleHeartDay",photo
57265377,M,108,The infamous Nolan Ryan/Robin Ventura brawl happened 23 years ago today. Did any of you #TexasRangers fans see it live?,link
57265377,M,109,"Sales Tax Weekend starts TODAY and ends Sunday, August 7th. Here are five things you need to know:",link
57265377,M,110,BREAKING: The Obama administration secretly organized an airlift of $400 million worth of cash to Iran that coincided with the January release of four Americans detained in Tehran.  He deliberately withheld this information from Congress and denied the money was for a ransom. What a disgrace.   http://www.cnn.com/2016/08/03/politics/us-sends-plane-iran-400-million-cash/index.html,video
57265377,M,111,Never with Her. Always with Them. #BacktheBlue #NeverHillary,photo
57265377,M,112,"On this day in 1776, members of Congress affixed their signatures to an enlarged copy of the Declaration of Independence. Exactly one month before the signing of the document, Congress had accepted a resolution put forward by Richard Henry Lee. As your Congressman, I will always pledge to protect this sacred and historical document.",photo
57265377,M,113,Never with Her. Always with Them. #NeverHillary #USMilitary,photo
57265377,M,114,Enough is enough. #NeverHillary,video
57265377,M,115,Here's to beating Leukemia. And that's just the way it is. #TeamPoe,photo
57265377,M,116,"Between Florida lawmaker Debbie Wasserman Schultz's unprecedented pending resignation, followed by her being booed off stage in Philadelphia, the #DNCinPHL is off to a rocky start.",photo
57265377,M,117,"Cheers, Dems. Here's to nominating a crook. #DNCinPHL",photo
57265377,M,118,"I stand by my comments, Rev. Sharpton.",video
57265377,M,119,Texas is representing at the #RNCinCLE,video
57265377,M,120,Pop Quiz - One presidential candidate has endangered American lives and National Security. Can you guess who?,video
57265377,M,121,God Bless American bravery and ingenuity. CC: NASA Earth,video
57265377,M,122,So much respect for the Fort Worth Police Department's Mounted Patrol. Always #backtheblue,photo
57265377,M,123,It was a great pleasure to watch former Navy SEAL Marcus Luttrell's RNC speech last night. A true American hero. You can watch the full speech here: http://cnn.it/29SzLFB,photo
57265377,M,124,Speaking to the New York GOP delegation at the #RNC.,photo
57265377,M,125,"My heart goes out again to France, America's oldest friend.",photo
57265377,M,126,"One week ago today, our city's upstanding law enforcement officers were targeted and ambushed by an extremist. You can still help the victims and their families by visiting and contributing at atodallas.org. Every cent will go to supporting the families of officers involved in last week's tragedy.",video
57265377,M,127,"BREAKING: A new Washington Post-ABC News poll found that 56% of Americans disapproved of the decision not to indict Clinton, and 57% said her behavior made them worried about how she would handle her responsibilities as president if elected.",photo
57265377,M,128,,photo
57265377,M,129,"We pray for the Dallas police officers, their families, and we hold them deep in our hearts. Always #BackTheBlue",photo
57265377,M,130,Happy 70th birthday to George W. Bush!,photo
57265377,M,131,"One hundred and ten. That's the number of emails that Hillary Clinton knowingly sent on a private server that included classified information. And any one of these could have been (and may well have been) intercepted by foreign enemies. That's the conclusion of FBI Director James Comey.  Yet amazingly, he still decided that Hillary Clinton shouldn't be indicted. No one should be above the law.  Not even presidential candidates. Do you agree?",video
57265377,M,132,"From our family to yours, Happy 4th of July!",photo
57265377,M,133,Barack Obama is hoping to help Democrats take over the House in November. Let's send him a message. Donate today >>> http://bit.ly/293qadD,photo
57265377,M,134,"In light of yesterday's liberal #SCOTUS rulings, it's extremely critical that we not allow Hillary Clinton to select our next SCOTUS justice. Do you agree?",video
57265377,M,135,A liberal pollster recently claimed that Hillary Clinton could turn Texas blue. Not on our watch. #KeepTexasRed,photo
57265377,M,136,BREAKING: This liberal ruling is detrimental to our unborn and is a perfect example of why we cannot allow Hillary Clinton to nominate our next Supreme Court Justice.,link
57265377,M,137,"Recently, the Obama Administration finally reversed its decision to hide the full transcript of the Orlando shooter's 911 call. It's a shame that it was an issue to begin with. America has a growing, extremely dangerous enemy which cannot be defeated until our President finally acknowledges who we're fighting. Say it with us, President Obama: Islamic. Radical. Extremists.",video
57265377,M,138,"The Great Seal of the United States is the symbol of our sovereignty as a nation. On this day in 1782, after six years of discussion, the Great Seal was officially adopted by the Continental Congress. God Bless America.",photo
57265377,M,139,"Happy Friday, Texas.",photo
57265377,M,140,It's my honor to daily represent your conservative values on the House Floor. SHARE if you're a proud conservative Texan!,photo
57265377,M,141,May Old Glory Forever Wave.,photo
57265377,M,142,#ArmyStrong #241Years,photo
57265377,M,143,Happy Birthday to the U.S. Army. Army Strong for 241 years.,photo
57265377,M,144,"I am appalled by the despicable act of terrorism in Florida. I am praying for the victims and the families and friends of those who were tragically killed and injured. This terrorist pledged loyalty to ISIS, and it illustrates that the threat of terrorism has once again made it to our shores. Because we are lacking any course of action to defeat radical Islamic extremism abroad, they are bringing the fight to us here.",photo
57265377,M,145,BREAKING: President Obama has officially endorsed Hillary Clinton for President. We know now what we've suspected all along - a Hillary Clinton presidency would be another four years of Obama's policies. #NeverHillary,photo
57265377,M,146,"As a conservative business leader from Texas, I understand how to create jobs and strengthen our economy. Like if you believe in growing small businesses in Texas.",photo
57265377,M,147,I am honored and humbled to represent the heroes at Fort Hood - the most populous U.S. military installation in the world. Thank a soldier today for everything they do to protect our freedoms.,photo
57265377,M,148,"Bretagne, believed to be the last surviving 9/11 Ground Zero search dog, was euthanized Monday. The golden retriever was 16. Help us give her a hero's farewell.",photo
57265377,M,149,"Seventy-two years ago, the U.S. Army led Operation Overlord, the greatest invasion of the modern era, representing the beginning of the end of Nazi domination of continental Europe. We will always remember #DDAY",photo
57265377,M,150,Proudly protecting the 2nd Amendment rights of ALL Texans. Are you with me?,photo
57265377,M,151,Our thoughts and prayers are with the soldiers and families of our Fort Hood community.,link
57265377,M,152,"It looks like most Texans can expect more rain and thunderstorms in the coming days. Please drive safely as you travel and be sure to have necessary supplies in case of a power outage. And remember, God Bless the Lone Star State.",video
57265377,M,153,"If you're from Texas, you'll understand.",link
57265377,M,154,BREAKING: A top aide to Hillary Clinton is admitting to supporters that the Democratic front-runner would have done things differently following the scathing report over her use of a private email account while she was secretary of State. Even her supporters are holding her feet to the fire. #NeverHillary  http://thehill.com/blogs/ballot-box/presidential-races/281692-top-aide-clintons-email-server-a-mistake,video
57265377,M,155,Never Forget. Forever Honor. Happy Memorial Day!,photo
57265377,M,156,Veterans Affairs Secretary Bob McDonald on Monday downplayed the time it takes for military veterans to receive treatment by comparing the wait times at VA facilities to lines at Disneyland. Disgraceful. LIKE if you agree: Our Veterans deserve better.,photo
57265377,M,157,We're remembering Wimberley this week. #WimberleyFloods,photo
57265377,M,158,"Donald Trump has released a list of his potential supreme court nominees. In a statement, he said the list ""is representative of the kind of constitutional principles I value."" This is a strong reminder that #NeverHillary means never allowing Hillary Clinton to choose our next Supreme Court Justice. Do you agree?",photo
57265377,M,159,"Happy National Museum Day, Texas!",photo
57265377,M,160,"On this day in 1769, George Washington launches a legislative salvo at Great Britain's fiscal and judicial attempts to maintain its control over the American colonies. With his sights set on protesting the British policy of ""taxation without representation,"" Washington brought a package of non-importation resolutions before the Virginia House of Burgesses.  When Britain's House of Lords learned that the Sons of Liberty, a revolutionary group in Boston, had assembled an extra-legal Massachusetts convention of towns as the British fleet approached in 1768, they demanded the right to try such men in England. This step failed to frighten New Englanders into silence, but succeeded in rallying Southerners to their cause. By impugning colonial courts and curtailing colonial rights, this British action backfired: it created an American identity where before there had been none.",photo
57265377,M,161,Don't mess with Texas. #TexasRangers,photo
57265377,M,162,"Had a fantastic time at the 2016 Texas Republican Convention this weekend! Loved seeing so many strong conservatives galvanized in our effort to stop Hillary Clinton in the general election. In other news - Keep an eye on our Facebook page for an opportunity to purchase one of our exclusive ""In God We Trust"" hats pictured in this photo. More info to come soon.",photo
57265377,M,163,Huge win for the Constitution!,link
57265377,M,164,We'll agree to disagree. http://cnn.it/24LkU6k,photo
57265377,M,165,"Help me wish a Texas-sized Happy Birthday to Richard Overton, America's oldest living veteran and longtime Texan, who celebrated his 110th birthday on Monday. Overton served in the army during World War II and fought Iwo Jima and Okinawa. He has lived through 11 presidents and two world wars. Amazing.",photo
57265377,M,166,The 2016 Texas Republican Convention begins tomorrow in Dallas! Looking forward to speaking with thousands of like-minded conservatives.,link
57265377,M,167,"On this day in 1869, the presidents of the Union Pacific and Central Pacific railroads met in Promontory, Utah, and drove a ceremonial last spike into a rail line that connected their railroads. This made transcontinental railroad travel possible for the first time in U.S. history. No longer would western-bound travelers need to take the long and dangerous journey by wagon train. God Bless our nation's never-ending quest to explore, expand, and innovate.",photo
57265377,M,168,Happy Mother's Day!,photo
57265377,M,169,"As Texans, we understand the positive impact small businesses have on our economy. Our business friendly regulations and no state income tax are the reason so many Americans are packing up and moving to the Lone Star State. I'm a proud Texan and small business owner. LIKE if you are too.",photo
57265377,M,170,#NeverHillary,photo
57265377,M,171,"I salute my friend, Ted Cruz on standing strong for conservatism and running a campaign founded on conservative principles. He fought the good fight but now it is time for us to coalesce behind Donald J. Trump in the fight to stop Hillary Clinton and her liberal agenda. Hillary must never select a Supreme Court nominee! #neverhillary",status
57265377,M,172,God Bless Texas.,video
57265377,M,173,Voter ID works. Period. Join us in applauding the Supreme Court's ruling!,link
57265377,M,174,It's always darkest before the dawn. I can see the light.,photo
57265377,M,175,"These are the true heroes. Proud to represent the greatest military in the world, including our neighboring soldiers at Fort Hood.",photo
57265377,M,176,"Time after time, Hillary Clinton's true colors have been revealed by numerous scathing scandals. The American people couldn't trust Hillary Clinton has Secretary of State, and they can't trust her as President of the United States. SHARE this post to Say No to Hillary.",photo
57265377,M,177,Help me tell Barack Obama: This is NOT a laughing matter.  http://www.usdebtclock.org,photo
57265377,M,178,"On this day in 1836, led by General Sam Houston, the Texian Army defeated General Antonio López de Santa Anna's army at the battle of San Jacinto. The victory ended the Texas Revolution and secured Texas' Independence.   Happy San Jacinto Day!",photo
57265377,M,179,"Texas is booming, but where are all these new folks coming from? Mostly from other U.S. states. Via Texas Tribune: ""From 2005 to 2013, an estimated 5.9 million people moved to Texas, and 4.8 million of those came from one of the other 49 states. In that time period, Texas grew by an average of 345 people per day due to people moving here from other states.""  https://www.texastribune.org/2016/04/20/texas-top-destination-domestic-migrants/",photo
57265377,M,180,"On this day in 1775, the American Revolution began with the ""shot heard around the world"" at the Battle of Lexington.",photo
57265377,M,181,"""Let us not forget, on this tax day, the hardest hit victims of our nation's disastrous tax policies – hardworking American families and the small businesses that are run by them.""",link
57265377,M,182,#TaxDay,photo
57265377,M,183,"It was an honor to escort the Cherry Blossom Princess from Texas, Abby Callison, to Tuesday's Cherry Blossom Congressional Reception.",photo
57265377,M,184,"Shortly after 10 p.m. on April 14, 1865, actor John Wilkes Booth entered the presidential box at Ford's Theatre in Washington D.C., and fatally shot President Abraham Lincoln. As Lincoln slumped forward in his seat, Booth leapt onto the stage and escaped through the back door.",photo
57265377,M,185,"Hillary and Bernie face off tonight in NYC where they'll discuss plans to continue Obama's failed policies for another four years. If pressed, could you pick the lesser of two evils? I gave up trying. We need a Republican president to get this country back on track.",photo
57265377,M,186,Happy Birthday to Thomas Jefferson - American Founding Father and principal author of the Declaration of Independence.,photo
57265377,M,187,In a recent poll - Fifty-five percent of Americans say they have a negative opinion of Democratic front-runner Hillary Clinton. These are her worst numbers to date. Comment below: How does that make you feel?,photo
57265377,M,188,"Iran's foreign minister said Sunday the Islamic Republic's ballistic missile program is ""not open to negotiation"" with the United States, seemingly spurning an overture from Secretary of State John Kerry. The repeated foreign policy failure's of this Administration continue to put American lives in jeapardy. Do you agree?",photo
57265377,M,189,Our prayers are with the victims of Lackland Air Force Base in San Antonio.,photo
57265377,M,190,Public Service Announcement.,photo
57265377,M,191,"For many Americans, April 18th just got much worse.  A stark reminder of all the ways Obamacare continues to harm American families and businesses, six years after it was signed. #FullRepeal",link
57265377,M,192,"On this day in 1776, the Continental Congress takes the first step toward American independence by announcing their decision to open all American ports to international trade with any part of the world that is not under British rule.",photo
57265377,M,193,"In honor of Opening Day in baseball I took to the batting cage to talk: life and politics. I believe you have to swing to make things happen and I think we can do better in Washington. LIKE and SHARE if you agree: We need to let the liberals know that ""strikeout"" is not in our vocabulary. - Roger",video
57265377,M,194,Shocker. #TexasForever,link
57265377,M,195,"A Mexican journalist got some unusual footage when she spotted two suspected drug smugglers swiftly scaling a border fence from Mexico into the U.S. Unbelievable. The journalist said she was stunned at how quickly they scaled the fence. The men were gone within seconds. Unfortunately, this is no April Fool's joke.",photo
57265377,M,196,"Our prayers go out to the family of Texas native Gail Minglana Martinez, who was one of the 32 victims killed in the Brussels attacks. #StandAgainstISIS",link
57265377,M,197,What a breathtaking display of faith and community.,video
57265377,M,198,"On March 30, 1981 - just two months into his presidency - President Ronald Reagan was shot in the chest outside a Washington, D.C., hotel by a deranged drifter named John Hinckley Jr. Thankfully for all Americans, he recovered swiftly and went on to serve our great nation for another eight years.",photo
57265377,M,199,"Unlike the National Convention, Texas will allow open and concealed carry at the GOP Convention in Dallas. As your Congressman, I will always support the 2nd amendment and the right for Texans to defend themselves.",photo
57265377,M,200,"Our prayers are with the officer who was shot at the Capitol Visitors Center today. Everyone around there, please be safe.",link
57265377,M,201,He is Risen! Wishing you and your family a blessed Easter Sunday.,photo
57265377,M,202,"BREAKING: U.S. defense officials have announced that ISIS' second in command, Haji Imam, was killed during a raid this month. Imam was a finance minister who oversaw all the funding for ISIS' operations. Help me thank our heroes in the United States military.",link
57265377,M,203,#GoodFriday,photo
57265377,M,204,"Six years ago today, Obamacare was signed into law. SHARE if it has been a disaster ever since!",photo
57265377,M,205,Our thoughts are with Medal of Honor recipient Sgt. Erevia's family. Thank you for your service.,link
57265377,M,206,"This afternoon I joined KEYE CBS News, Austin from Capitol Hill to discuss the senseless tragedy in Brussels today.",photo
57265377,M,207,#PrayingforBrussels,photo
57265377,M,208,"A picture is worth a thousand words. On his trip to Cuba, President Obama had his picture taken in front of a mural of Marxist terrorist Che Guevara. What an outrage. What a disgrace.",photo
57265377,M,209,"Socialism vs Capitalism. It's a fight that will determine the future of our nation. As your Congressman, I will always fight the good fight against Socialism. SIGN the petition if you're with me >>> http://www.rogerforcongress.com/im-with-roger",photo
57265377,M,210,"Happy Birthday, GOP!",photo
57265377,M,211,Happy St. Patrick's Day from our family to yours!,video
57265377,M,212,Barack Obama's Supreme Court nominee will quickly erode your 2nd amendment rights. I strongly urge my Senate colleagues to stand strong against this nomination. SIGN your name if you agree: http://www.rogerforcongress.com/sign-your-name,photo
57265377,M,213,"In a few moments, President Barack Obama will announce Justice Merrick Garland as the nominee to replace Justice Scalia on the United States Supreme Court. Help me tell Obama that Texans will not stand for another liberal Supreme Court Justice.",photo
57265377,M,214,"At a town hall on Monday, Hillary Clinton said ""We didn't lose a single person in Libya."" She must have forgotten the September 11, 2012 Benghazi, Libya attacks that left four Americans dead. Attacks that she could have helped prevent as Secretary of State.",video
57265377,M,215,"THIS is how open carry can and will save lives. On Sunday, a customer at a 7-Eleven store outside Seattle shot and killed a masked man who attacked a clerk with an ax.  Proud to announce that all but the assailant are safe.   Read more >>> http://www.foxnews.com/us/2016/03/14/customer-with-concealed-carry-permit-fatally-shoots-axe-wielding-attacker-at-7-eleven.html?intcmp=hplnws",photo
57265377,M,216,"On this day 102 years ago, Battleship Texas was commissioned.",photo
57265377,M,217,God Bless #Texas.,photo
57265377,M,218,"More failure surrounding #Obamacare. Unfortunately, this will hit hardworking taxpayers where it hurts - higher premiums and out of pocket costs. #FullRepeal",link
57265377,M,219,#stopsocialism,video
57265377,M,220,"""I'm not even answering that question."" - Hillary's answer at last night's debate when questioned about her email scandal/possible indictment. Thanks for the transparency, Hillary.",photo
